ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Alt_Transcription,Concept_ID,Form_ID
89-Sombeval,Sombeval,lə vɛ̃ tiɛ͉d,,,Le vin tiède,,,,lė vè̃ tiè̱d,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Sombeval-Gauchat-1925-480-233_levin-1 Sombeval-Gauchat-1925-480-235_tiede-1
89-Court,Court,lɔ vɛ̃ tă̠v,,,Le vin tiède,,,,lò vè̃ tăv,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Court-Gauchat-1925-480-233_levin-1 Court-Gauchat-1925-480-235_tiede-1
89-Vermes,Vermes,əl vĩ tæ̆v,,,Le vin tiède,,,,ėl vĩ taͤ̆v,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Vermes-Gauchat-1925-480-233_levin-1 Vermes-Gauchat-1925-480-235_tiede-1
89-Longirod,Longirod,lə vɛ̃ tʲɛ̆dö͉,,,Le vin tiède,,,,lė vè̃ t̮ĕ̀dȯ̱,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Longirod-Gauchat-1925-480-233_levin-1 Longirod-Gauchat-1925-480-235_tiede-1
89-Develier,Develier,əl vɪ̃ tæ̆və͉,,,Le vin tiède,,,,ėl vì̃ taͤ̆vė̱,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Develier-Gauchat-1925-480-233_levin-1 Develier-Gauchat-1925-480-235_tiede-1
89-Cerlatez,Cerlatez,lə vɪ̃ tɛːv,,,Le vin tiède,,,,lė vì̃ tḕv,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Cerlatez-Gauchat-1925-480-233_levin-1 Cerlatez-Gauchat-1925-480-235_tiede-1
89-Courtedoux,Courtedoux,lə vĩ tɪːɛ͉d,,,Le vin tiède,,,,lė vĩ tī̀è̱d,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Courtedoux-Gauchat-1925-480-233_levin-1 Courtedoux-Gauchat-1925-480-235_tiede-1
89-Commugny,Commugny,lə vɛ̃ tjɛ̆dö͉,,,Le vin tiède,,,,lė vè̃ tyĕ̀dȯ̱,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Commugny-Gauchat-1925-480-233_levin-1 Commugny-Gauchat-1925-480-235_tiede-1
89-Vullierens,Vullierens,lɔ̆ vɛ̃ĩ͉ tɑːɛ͉dɔ͉,,,Le vin tiède,,,,lŏ̀ vè̃ĩ̱ tā́è̱dò̱,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Vullierens-Gauchat-1925-480-233_levin-1 Vullierens-Gauchat-1925-480-235_tiede-1
89-Arnex,Arnex,lo̞ː vɛ̃ĩ͉ ta̠͜ɛ͉dɔ͉,,,Le vin tiède,,,,lŏ vè̃ĩ̱ ta͜è̱dò̱,Gauchat-1925-480-233_levin Gauchat-1925-480-235_tiede,Arnex-Gauchat-1925-480-233_levin-1 Arnex-Gauchat-1925-480-235_tiede-1
90-Chevroux,Chevroux,l igə͉ klʲɑ̝ːra̠͉,,,L’eau (est) claire,,,,l igė̱ kl̮aͦ̄ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Chevroux-Gauchat-1925-480-236_leau-1 Chevroux-Gauchat-1925-480-237_estclaire-1
90-VillarsleTerroir,VillarsleTerroir,l iːgjə͉ çlʲa̠ːra̠,,,L’eau (est) claire,,,,l īgyė̱ ç̑l̮āra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,VillarsleTerroir-Gauchat-1925-480-236_leau-1 VillarsleTerroir-Gauchat-1925-480-237_estclaire-1
90-Prahins,Prahins,l e̝ːdʲə͉ çl͉ʲ a̠ːra̠͉,,,L’eau (est) claire,,,,l eͥ̄d̮ė̱ ç̑l̮̱āra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Prahins-Gauchat-1925-480-236_leau-1 Prahins-Gauchat-1925-480-237_estclaire-1
90-Montpreveyres,Montpreveyres,l iːdjə͉ çl͉ʲ a̠ːra̠͉,,,L’eau (est) claire,,,,l īdyė̱ ç̑l̮̱āra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Montpreveyres-Gauchat-1925-480-236_leau-1 Montpreveyres-Gauchat-1925-480-237_estclaire-1
90-Charnex,Charnex,l ĕi͉wə͉ çlʲɑ̝ːra͉,,,L’eau (est) claire,,,,l ĕ́i̱wė̱ ç̑l̮aͦ̄rà̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Charnex-Gauchat-1925-480-236_leau-1 Charnex-Gauchat-1925-480-237_estclaire-1
90-Roche,Roche,l ei͉we̞͉ çlʲɑːra̠,,,L’eau (est) claire,,,,l éi̱we̱ ç̑l̮ā́ra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Roche-Gauchat-1925-480-236_leau-1 Roche-Gauchat-1925-480-237_estclaire-1
90-OrmontDessus,OrmontDessus,l eːwë͉ ɬa̠ːra̠,,,L’eau (est) claire,,,,l ḗwë̱ ṣ̍āra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,OrmontDessus-Gauchat-1925-480-236_leau-1 OrmontDessus-Gauchat-1925-480-237_estclaire-1
90-ChateaudOex,ChateaudOex,l iːwə ˈθɑːrɑ̆,,,L’eau (est) claire,,,,l īwė ṣā̩́rắ,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,ChateaudOex-Gauchat-1925-480-236_leau-1 ChateaudOex-Gauchat-1925-480-237_estclaire-1
90-StGingolph,StGingolph,l iːwë͉ klɑ̝ːra̠͉,,,L’eau (est) claire,,,,l īwë̱ klaͦ̄ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,StGingolph-Gauchat-1925-480-236_leau-1 StGingolph-Gauchat-1925-480-237_estclaire-1
90-Collombey,Collombey,l e̞i͉wə͉ θaːra̠͉,,,L’eau (est) claire,,,,l ei̱wė̱ ṣā̀ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Collombey-Gauchat-1925-480-236_leau-1 Collombey-Gauchat-1925-480-237_estclaire-1
90-Champery,Champery,l iːwe̞͉ θaːɾă,,,L’eau (est) claire,,,,l īwe̱ ṣā̀ṛằ,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Champery-Gauchat-1925-480-236_leau-1 Champery-Gauchat-1925-480-237_estclaire-1
90-Vaugondry,Vaugondry,l eːdʲɛ klʲa̠ːra̠,,,L’eau (est) claire,,,,l ḗd̮è kl̮āra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Vaugondry-Gauchat-1925-480-236_leau-1 Vaugondry-Gauchat-1925-480-237_estclaire-1
90-Martigny,Martigny,l ɪːwə͉ krista̠͉,,,L’eau (est) claire,,,,l ī̀wė̱ krista̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Martigny-Gauchat-1925-480-236_leau-1 Martigny-Gauchat-1925-480-237_estclaire-1
90-Orsieres,Orsieres,l iːwə͉ klɛːrɐ͉,,,L’eau (est) claire,,,,l īwė̱ klḕrȧ̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Orsieres-Gauchat-1925-480-236_leau-1 Orsieres-Gauchat-1925-480-237_estclaire-1
90-Lourtier,Lourtier,iːwə͉ çl͉ʲ a̠ːră,,,L’eau (est) claire,,,,īwė̱ ç̑l̮̱ārằ,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Lourtier-Gauchat-1925-480-236_leau-1 Lourtier-Gauchat-1925-480-237_estclaire-1
90-Fully,Fully,l iːwə͉ ça̠ːra̠͉,,,L’eau (est) claire,,,,l īwė̱ ç̑āra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Fully-Gauchat-1925-480-236_leau-1 Fully-Gauchat-1925-480-237_estclaire-1
90-Conthey,Conthey,l iːwə͉ θɑːra̠͉,,,L’eau (est) claire,,,,l īwė̱ ṣā́ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Conthey-Gauchat-1925-480-236_leau-1 Conthey-Gauchat-1925-480-237_estclaire-1
90-Nendaz,Nendaz,eːwə͉ çl͉a̠ːra̠,,,L’eau (est) claire,,,,ḗwė̱ ç̑ḻāra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Nendaz-Gauchat-1925-480-236_leau-1 Nendaz-Gauchat-1925-480-237_estclaire-1
90-Saviese,Saviese,o̞͉w eːw͉ɛ kla̠ːra̠,,,L’eau (est) claire,,,,o̱w ḗw̱è klāra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Saviese-Gauchat-1925-480-236_leau-1 Saviese-Gauchat-1925-480-237_estclaire-1
90-Ayent,Ayent,l e̝i͉wɛ͉ klʲ͉a̠ːra̠,,,L’eau (est) claire,,,,l eͥi̱wè̱ kl̆̍āra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Ayent-Gauchat-1925-480-236_leau-1 Ayent-Gauchat-1925-480-237_estclaire-1
90-Miege,Miege,l ei͉we̝͉ kla̠ːra̠,,,L’eau (est) claire,,,,l éi̱we̱ͥ klāra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Miege-Gauchat-1925-480-236_leau-1 Miege-Gauchat-1925-480-237_estclaire-1
90-Grone,Grone,l eːwə͉ klʲa̠ːra̠,,,L’eau (est) claire,,,,l ḗwė̱ kl̮āra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Grone-Gauchat-1925-480-236_leau-1 Grone-Gauchat-1925-480-237_estclaire-1
90-LAuberson,LAuberson,l eːva̠͉ klʲɑ̝ːr,,,L’eau (est) claire,,,,l ḗva̱ kl̮aͦ̄r,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,LAuberson-Gauchat-1925-480-236_leau-1 LAuberson-Gauchat-1925-480-237_estclaire-1
90-Evolene,Evolene,l eːwɪ͉̈ klʲaːra̠,,,L’eau (est) claire,,,,l ḗwï̱ kl̮ā̀ra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Evolene-Gauchat-1925-480-236_leau-1 Evolene-Gauchat-1925-480-237_estclaire-1
90-Grimentz,Grimentz,l eːwe͉ kʟa̠ːra̠,,,L’eau (est) claire,,,,l ḗwé̱ kl̷āra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Grimentz-Gauchat-1925-480-236_leau-1 Grimentz-Gauchat-1925-480-237_estclaire-1
90-Collex,Collex,l eːgə͉ klʲɑ̝ːra̠͉,,,L’eau (est) claire,,,,l ḗgė̱ kl̮aͦ̄ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Collex-Gauchat-1925-480-236_leau-1 Collex-Gauchat-1925-480-237_estclaire-1
90-Vernier,Vernier,l eːgë͉ klʲɑ̝ːra̠͉,,,L’eau (est) claire,,,,l ḗgë̱ kl̮aͦ̄ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Vernier-Gauchat-1925-480-236_leau-1 Vernier-Gauchat-1925-480-237_estclaire-1
90-Laconnex,Laconnex,l eːdʲə͉ klʲɑ̝ːrɔ͉,,,L’eau (est) claire,,,,l ḗd̮ė̱ kl̮aͦ̄rò̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Laconnex-Gauchat-1925-480-236_leau-1 Laconnex-Gauchat-1925-480-237_estclaire-1
90-Veyrier,Veyrier,l eːdjə͉ ˈklʲă̠ora̠͉,,,L’eau (est) claire,,,,l ḗdyė̱ kl̮ă̩óra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Veyrier-Gauchat-1925-480-236_leau-1 Veyrier-Gauchat-1925-480-237_estclaire-1
90-Hermance,Hermance,l eːdʲɛ͉ klʲa̠͉ɔːra̠,,,L’eau (est) claire,,,,l ḗd̮è̱ kl̮a̱ṑra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Hermance-Gauchat-1925-480-236_leau-1 Hermance-Gauchat-1925-480-237_estclaire-1
90-Semsalves,Semsalves,l iːvɥ͉ɛ͉ çŏ̞ra̠,,,L’eau (est) claire,,,,l īvẅ̱è̱ ç̑ōra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Semsalves-Gauchat-1925-480-236_leau-1 Semsalves-Gauchat-1925-480-237_estclaire-1
90-Montbovon,Montbovon,l iːv͉wɛ çlʲɑːra̠͉,,,L’eau (est) claire,,,,l īv̱wè ç̑l̮ā́ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Montbovon-Gauchat-1925-480-236_leau-1 Montbovon-Gauchat-1925-480-237_estclaire-1
90-Arconciel,Arconciel,l iːwɛ͉ çl͉ʲ ɑ̝ːra̠͉,,,L’eau (est) claire,,,,l īwè̱ ç̑l̮̱aͦ̄ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Arconciel-Gauchat-1925-480-236_leau-1 Arconciel-Gauchat-1925-480-237_estclaire-1
90-Vallorbe,Vallorbe,l eːgə͉ çl͉ʲ ɛːra̠͉,,,L’eau (est) claire,,,,l ḗgė̱ ç̑l̮̱ḕra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Vallorbe-Gauchat-1925-480-236_leau-1 Vallorbe-Gauchat-1925-480-237_estclaire-1
90-AvrysurMatran,AvrysurMatran,l iːvɥɛ çl͉ʲ ɑːra̠͉,,,L’eau (est) claire,,,,l īvẅè ç̑l̮̱ā́ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,AvrysurMatran-Gauchat-1925-480-236_leau-1 AvrysurMatran-Gauchat-1925-480-237_estclaire-1
90-Courtepin,Courtepin,l iːvwɛ͉ çj͉aːra̠͉,,,L’eau (est) claire,,,,l īvwè̱ ç̑y̱ā̀ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Courtepin-Gauchat-1925-480-236_leau-1 Courtepin-Gauchat-1925-480-237_estclaire-1
90-Dompierre,Dompierre,l iːvwə͉ ˈçɑːră,,,L’eau (est) claire,,,,l īvwė̱ ç̑ā̩́rằ,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Dompierre-Gauchat-1925-480-236_leau-1 Dompierre-Gauchat-1925-480-237_estclaire-1
90-Murist,Murist,l iːvwə͉ çɑ̝ːră,,,L’eau (est) claire,,,,l īvwė̱ ç̑aͦ̄rằ,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Murist-Gauchat-1925-480-236_leau-1 Murist-Gauchat-1925-480-237_estclaire-1
90-Sugiez,Sugiez,l iːgə͉ ˈklʲa̠ːra̠,,,L’eau (est) claire,,,,l īgė̱ kl̮ā̩ra,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Sugiez-Gauchat-1925-480-236_leau-1 Sugiez-Gauchat-1925-480-237_estclaire-1
90-Montalchez,Montalchez,l eːvwë͉ tʲa̠ːʁa̠,,,L’eau (est) claire,,,,l ḗvwë̱ t̮āṙa,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Montalchez-Gauchat-1925-480-236_leau-1 Montalchez-Gauchat-1925-480-237_estclaire-1
90-Boudry,Boudry,l eːg tʲa̠ːr,,,L’eau (est) claire,,,,l ḗg t̮ār,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Boudry-Gauchat-1925-480-236_leau-1 Boudry-Gauchat-1925-480-237_estclaire-1
90-Corcelles,Corcelles,l eːg tʲa̠ːr,,,L’eau (est) claire,,,,l ḗg t̮ār,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Corcelles-Gauchat-1925-480-236_leau-1 Corcelles-Gauchat-1925-480-237_estclaire-1
90-Landeron,Landeron,l eːv tʲɑ̝ːrd,,,L’eau (est) claire,,,,l ḗv t̮aͦ̄rd,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Landeron-Gauchat-1925-480-236_leau-1 Landeron-Gauchat-1925-480-237_estclaire-1
90-Savagnier,Savagnier,l ɛːvwə͉ kʲa̠ːrd,,,L’eau (est) claire,,,,l ḕvwė̱ k̮ārd,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Savagnier-Gauchat-1925-480-236_leau-1 Savagnier-Gauchat-1925-480-237_estclaire-1
90-LeSentier,LeSentier,l eːgə͉ çl͉ʲ ëːră̠,,,L’eau (est) claire,,,,l ḗgė̱ ç̑l̮̱ë̄ră,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,LeSentier-Gauchat-1925-480-236_leau-1 LeSentier-Gauchat-1925-480-237_estclaire-1
90-CoteauxFees,CoteauxFees,l a̠ːvu͉ klʲeːră̠,,,L’eau (est) claire,,,,l āvʋ̱ kl̮ḗră,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,CoteauxFees-Gauchat-1925-480-236_leau-1 CoteauxFees-Gauchat-1925-480-237_estclaire-1
90-Noiraigue,Noiraigue,l a̠ːvwa̠͉ tʲa̠ːra̠͉,,,L’eau (est) claire,,,,l āvwa̱ t̮āra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Noiraigue-Gauchat-1925-480-236_leau-1 Noiraigue-Gauchat-1925-480-237_estclaire-1
90-ChauxduMilieu,ChauxduMilieu,l a̠ːv ce̞ːʁa̠,,,L’eau (est) claire,,,,l āv k̮ͭēṙa,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,ChauxduMilieu-Gauchat-1925-480-236_leau-1 ChauxduMilieu-Gauchat-1925-480-237_estclaire-1
90-CerneuxPequignot,CerneuxPequignot,l joː klʲɛːrɛ̆,,,L’eau (est) claire,,,,l yṓ kl̮ḕrĕ̀,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,CerneuxPequignot-Gauchat-1925-480-236_leau-1 CerneuxPequignot-Gauchat-1925-480-237_estclaire-1
90-Lamboing,Lamboing,l ɛːwə͉ tʲa̠ːrd,,,L’eau (est) claire,,,,l ḕwė̱ t̮ārd,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Lamboing-Gauchat-1925-480-236_leau-1 Lamboing-Gauchat-1925-480-237_estclaire-1
90-Orvin,Orvin,l ɔuv tʲɑːr,,,L’eau (est) claire,,,,l òʋv t̮ā́r,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Orvin-Gauchat-1925-480-236_leau-1 Orvin-Gauchat-1925-480-237_estclaire-1
90-Plagne,Plagne,l ɔːv kçɛr,,,L’eau (est) claire,,,,l ṑv kç̑èr,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Plagne-Gauchat-1925-480-236_leau-1 Plagne-Gauchat-1925-480-237_estclaire-1
90-Sombeval,Sombeval,l ɑ̝ːv ʃært,,,L’eau (est) claire,,,,l aͦ̄v c̵aͤrt,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Sombeval-Gauchat-1925-480-236_leau-1 Sombeval-Gauchat-1925-480-237_estclaire-1
90-Court,Court,l ɔ̆v tʲa̠ːr,,,L’eau (est) claire,,,,l ŏ̀v t̮ār,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Court-Gauchat-1925-480-236_leau-1 Court-Gauchat-1925-480-237_estclaire-1
90-Vermes,Vermes,l ɑ̝ːv ʃɛːr,,,L’eau (est) claire,,,,l aͦ̄v c̵ḕr,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Vermes-Gauchat-1925-480-236_leau-1 Vermes-Gauchat-1925-480-237_estclaire-1
90-Longirod,Longirod,l e̞ːdʲə͉ klʲɑ̝ːra̠͉,,,L’eau (est) claire,,,,l ēd̮ė̱ kl̮aͦ̄ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Longirod-Gauchat-1925-480-236_leau-1 Longirod-Gauchat-1925-480-237_estclaire-1
90-Develier,Develier,l ɑːv ʃæːr,,,L’eau (est) claire,,,,l ā́v c̵aͤ̄r,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Develier-Gauchat-1925-480-236_leau-1 Develier-Gauchat-1925-480-237_estclaire-1
90-Cerlatez,Cerlatez,l a̠ːv sjæ̆r,,,L’eau (est) claire,,,,l āv syaͤ̆r,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Cerlatez-Gauchat-1925-480-236_leau-1 Cerlatez-Gauchat-1925-480-237_estclaire-1
90-Courtedoux,Courtedoux,l ɑːv çæːr,,,L’eau (est) claire,,,,l ā́v ç̑aͤ̄r,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Courtedoux-Gauchat-1925-480-236_leau-1 Courtedoux-Gauchat-1925-480-237_estclaire-1
90-Commugny,Commugny,l eːgjɛ͉ klʲɑːra̠͉,,,L’eau (est) claire,,,,l ḗgyè̱ kl̮ā́ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Commugny-Gauchat-1925-480-236_leau-1 Commugny-Gauchat-1925-480-237_estclaire-1
90-Vullierens,Vullierens,l eːdʲə͉ çɑːra̠͉,,,L’eau (est) claire,,,,l ḗd̮ė̱ ç̑ā́ra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Vullierens-Gauchat-1925-480-236_leau-1 Vullierens-Gauchat-1925-480-237_estclaire-1
90-Arnex,Arnex,l eːdʲə͉ ça̠ːra̠͉,,,L’eau (est) claire,,,,l ḗd̮ė̱ ç̑āra̱,Gauchat-1925-480-236_leau Gauchat-1925-480-237_estclaire,Arnex-Gauchat-1925-480-236_leau-1 Arnex-Gauchat-1925-480-237_estclaire-1
91-Chevroux,Chevroux,l igə͉ tɑ̝ːdə͉,,,L’eau tiède,,,,l igė̱ taͦ̄dė̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Chevroux-Gauchat-1925-480-236_leau-1 Chevroux-Gauchat-1925-480-238_tiede-1
91-VillarsleTerroir,VillarsleTerroir,l iːgjə͉ ta̠ːə͉də͉,,,L’eau tiède,,,,l īgyė̱ tāė̱dė̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,VillarsleTerroir-Gauchat-1925-480-236_leau-1 VillarsleTerroir-Gauchat-1925-480-238_tiede-1
91-Prahins,Prahins,l e̝ːdʲə͉ ta̠ːɛdə͉,,,L’eau tiède,,,,l eͥ̄d̮ė̱ tāèdė̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Prahins-Gauchat-1925-480-236_leau-1 Prahins-Gauchat-1925-480-238_tiede-1
91-Montpreveyres,Montpreveyres,l iːdjə͉ ta̠ːɛ͉də͉,,,L’eau tiède,,,,l īdyė̱ tāè̱dė̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Montpreveyres-Gauchat-1925-480-236_leau-1 Montpreveyres-Gauchat-1925-480-238_tiede-1
91-Charnex,Charnex,l ĕi͉wə͉ bɛ̆da͉,,,L’eau tiède,,,,l ĕ́i̱wė̱ bĕ̀dà̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Charnex-Gauchat-1925-480-236_leau-1 Charnex-Gauchat-1925-480-238_tiede-1
91-Roche,Roche,l ei͉we̞͉ bĕ̞da̠,,,L’eau tiède,,,,l éi̱we̱ bĕda,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Roche-Gauchat-1925-480-236_leau-1 Roche-Gauchat-1925-480-238_tiede-1
91-ChateaudOex,ChateaudOex,l iːwə ˈbɛ̆da̠,,,L’eau tiède,,,,l īwė bĕ̩̀da,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,ChateaudOex-Gauchat-1925-480-236_leau-1 ChateaudOex-Gauchat-1925-480-238_tiede-1
91-StGingolph,StGingolph,l iːwë͉ tæidɐ͉,,,L’eau tiède,,,,l īwë̱ taͤidȧ̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,StGingolph-Gauchat-1925-480-236_leau-1 StGingolph-Gauchat-1925-480-238_tiede-1
91-Collombey,Collombey,l e̞i͉wə͉ tɑːda̠͉,,,L’eau tiède,,,,l ei̱wė̱ tā́da̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Collombey-Gauchat-1925-480-236_leau-1 Collombey-Gauchat-1925-480-238_tiede-1
91-Champery,Champery,l iːwe̞͉ tɑːɛ͉dɑ̆,,,L’eau tiède,,,,l īwe̱ tā́è̱dắ,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Champery-Gauchat-1925-480-236_leau-1 Champery-Gauchat-1925-480-238_tiede-1
91-Vaugondry,Vaugondry,l eːdʲɛ tæːdɛ͉,,,L’eau tiède,,,,l ḗd̮è taͤ̄dè̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Vaugondry-Gauchat-1925-480-236_leau-1 Vaugondry-Gauchat-1925-480-238_tiede-1
91-Martigny,Martigny,l ɪːwə͉ te̞i͉da̠,,,L’eau tiède,,,,l ī̀wė̱ tei̱da,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Martigny-Gauchat-1925-480-236_leau-1 Martigny-Gauchat-1925-480-238_tiede-1
91-Orsieres,Orsieres,l iːwə͉ tæidɐ,,,L’eau tiède,,,,l īwė̱ taͤidȧ,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Orsieres-Gauchat-1925-480-236_leau-1 Orsieres-Gauchat-1925-480-238_tiede-1
91-Lourtier,Lourtier,iːwə͉ ta̠ida̠͉,,,L’eau tiède,,,,īwė̱ taida̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Lourtier-Gauchat-1925-480-236_leau-1 Lourtier-Gauchat-1925-480-238_tiede-1
91-Fully,Fully,l iːwə͉ tæida̠,,,L’eau tiède,,,,l īwė̱ taͤida,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Fully-Gauchat-1925-480-236_leau-1 Fully-Gauchat-1925-480-238_tiede-1
91-Conthey,Conthey,l iːwə͉ tæida̠,,,L’eau tiède,,,,l īwė̱ taͤida,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Conthey-Gauchat-1925-480-236_leau-1 Conthey-Gauchat-1925-480-238_tiede-1
91-Nendaz,Nendaz,eːwə͉ tĭda̠͉,,,L’eau tiède,,,,ḗwė̱ tĭda̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Nendaz-Gauchat-1925-480-236_leau-1 Nendaz-Gauchat-1925-480-238_tiede-1
91-Saviese,Saviese,o̞͉w eːw͉ɛ tɛ̆da̠͉,,,L’eau tiède,,,,o̱w ḗw̱è tĕ̀da̱,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Saviese-Gauchat-1925-480-236_leau-1 Saviese-Gauchat-1925-480-238_tiede-1
91-Ayent,Ayent,l e̝i͉wɛ͉ tĭda̠,,,L’eau tiède,,,,l eͥi̱wè̱ tĭda,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Ayent-Gauchat-1925-480-236_leau-1 Ayent-Gauchat-1925-480-238_tiede-1
91-Miege,Miege,l ei͉we̝͉ te̝da̠,,,L’eau tiède,,,,l éi̱we̱ͥ teͥda,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Miege-Gauchat-1925-480-236_leau-1 Miege-Gauchat-1925-480-238_tiede-1
91-Grone,Grone,l eːwə͉ tɪ̈da̠,,,L’eau tiède,,,,l ḗwė̱ tïda,Gauchat-1925-480-236_leau Gauchat-1925-480-238_tiede,Grone-Gauchat-1925-480-236_leau-1 Grone-Gauchat-1925-480-238_tiede-1
